21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.33267882;-157.9142319;0.75;0
21.32361144;-157.9145973;0.75;0
21.32242269;-157.9149266;0.75;0
21.3210978;-157.9145433;0.75;0
21.3202586;-157.9134423;0.75;0
21.33110795;-157.9188404;0.75;0
21.33110795;-157.9188404;0.75;0
21.33110795;-157.9188404;0.75;0
21.33110795;-157.9188404;0.75;0
21.33110795;-157.9188404;0.75;0
