21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.32963782;-157.9166193;0.75;0
21.329638;-157.9166194;0.75;0
21.32963801;-157.9166194;0.75;0
21.32963804;-157.9166195;0.75;0
21.32963808;-157.9166195;0.75;0
21.32963815;-157.9166195;0.75;0
21.32963816;-157.9166195;0.75;0
21.32963819;-157.9166195;0.75;0
21.32963824;-157.9166196;0.75;0
21.32963828;-157.9166196;0.75;0
21.32963833;-157.9166196;0.75;0
21.32963834;-157.9166196;0.75;0
21.32963835;-157.9166196;0.75;0
21.32963837;-157.9166197;0.75;0
